file_date,continent_name,total_deaths,total_population,kpi_deaths_100000,kpi_deaths_100
2021-01-10T00:00:00+01:00@Europe/Zurich,Europe,590645,750312325,78.71988508252214,0.07871988508252215
2021-01-10T00:00:00+01:00@Europe/Zurich,Asia,348695,4563925207,7.640243522509592,0.007640243522509592
2021-01-10T00:00:00+01:00@Europe/Zurich,Africa,72711,1338826591,5.430949795050792,0.005430949795050792
2021-01-10T00:00:00+01:00@Europe/Zurich,Oceania,945,42643927,2.216024804657413,0.002216024804657413
2021-01-09T00:00:00+01:00@Europe/Zurich,North America,542978,585100234,92.80085162297166,0.09280085162297166
2021-01-09T00:00:00+01:00@Europe/Zurich,South America,375441,430457607,87.2190417580424,0.08721904175804239
2021-01-09T00:00:00+01:00@Europe/Zurich,Europe,587511,750312325,78.30219235702945,0.07830219235702945
2021-01-09T00:00:00+01:00@Europe/Zurich,Asia,347762,4563925207,7.619800593283474,0.007619800593283474
2021-01-09T00:00:00+01:00@Europe/Zurich,Africa,72117,1338826591,5.386582585436563,0.005386582585436563
2021-01-09T00:00:00+01:00@Europe/Zurich,Oceania,945,42643927,2.216024804657413,0.002216024804657413
2021-01-08T00:00:00+01:00@Europe/Zurich,North America,538348,585100234,92.00953421597846,0.09200953421597846
2021-01-08T00:00:00+01:00@Europe/Zurich,South America,373646,430457607,86.80204366791455,0.08680204366791455
2021-01-08T00:00:00+01:00@Europe/Zurich,Europe,583184,750312325,77.725499177959,0.07772549917795898
2021-01-08T00:00:00+01:00@Europe/Zurich,Asia,346457,4563925207,7.591206785523468,0.007591206785523468
2021-01-08T00:00:00+01:00@Europe/Zurich,Africa,71460,1338826591,5.337509762681432,0.005337509762681432
2021-01-08T00:00:00+01:00@Europe/Zurich,Oceania,945,42643927,2.216024804657413,0.002216024804657413
2021-01-07T00:00:00+01:00@Europe/Zurich,North America,532968,585100234,91.09003364370557,0.09109003364370558
2021-01-07T00:00:00+01:00@Europe/Zurich,South America,371919,430457607,86.4008427199197,0.08640084271991968
2021-01-07T00:00:00+01:00@Europe/Zurich,Europe,576784,750312325,76.87252105314943,0.07687252105314943
2021-01-07T00:00:00+01:00@Europe/Zurich,Asia,345510,4563925207,7.570457102804139,0.0075704571028041385
2021-01-07T00:00:00+01:00@Europe/Zurich,Africa,70550,1338826591,5.269539795090609,0.00526953979509061
2021-01-07T00:00:00+01:00@Europe/Zurich,Oceania,945,42643927,2.216024804657413,0.002216024804657413
2021-01-06T00:00:00+01:00@Europe/Zurich,North America,527696,585100234,90.18899144723295,0.09018899144723296
2021-01-06T00:00:00+01:00@Europe/Zurich,South America,369744,430457607,85.89556648257816,0.08589556648257815
2021-01-06T00:00:00+01:00@Europe/Zurich,Europe,571455,750312325,76.16228348641347,0.07616228348641348
2021-01-06T00:00:00+01:00@Europe/Zurich,Asia,344367,4563925207,7.545412871179859,0.007545412871179859
2021-01-06T00:00:00+01:00@Europe/Zurich,Africa,69861,1338826591,5.218076819628989,0.005218076819628988
2021-01-06T00:00:00+01:00@Europe/Zurich,Oceania,945,42643927,2.216024804657413,0.002216024804657413
2021-01-05T00:00:00+01:00@Europe/Zurich,North America,522368,585100234,89.27837824108612,0.08927837824108611
2021-01-05T00:00:00+01:00@Europe/Zurich,South America,367778,430457607,85.43884322620416,0.08543884322620415
2021-01-05T00:00:00+01:00@Europe/Zurich,Europe,565913,750312325,75.4236577414612,0.07542365774146119
2021-01-05T00:00:00+01:00@Europe/Zurich,Asia,343301,4563925207,7.522055783768238,0.0075220557837682375
2021-01-05T00:00:00+01:00@Europe/Zurich,Africa,68751,1338826591,5.135168397622602,0.005135168397622601
2021-01-05T00:00:00+01:00@Europe/Zurich,Oceania,945,42643927,2.216024804657413,0.002216024804657413
2021-01-04T00:00:00+01:00@Europe/Zurich,North America,517310,585100234,88.41391097443999,0.08841391097443999
2021-01-04T00:00:00+01:00@Europe/Zurich,South America,366111,430457607,85.0515809330325,0.0850515809330325
2021-01-04T00:00:00+01:00@Europe/Zurich,Europe,559294,750312325,74.5414917714433,0.07454149177144331
2021-01-04T00:00:00+01:00@Europe/Zurich,Asia,342075,4563925207,7.495192942148493,0.007495192942148493
2021-01-04T00:00:00+01:00@Europe/Zurich,Africa,67931,1338826591,5.073920734518785,0.005073920734518784
2021-01-04T00:00:00+01:00@Europe/Zurich,Oceania,945,42643927,2.216024804657413,0.002216024804657413
2021-01-03T00:00:00+01:00@Europe/Zurich,North America,514412,585100234,87.91861122379932,0.0879186112237993
2021-01-03T00:00:00+01:00@Europe/Zurich,South America,365082,430457607,84.81253300281438,0.08481253300281437
2021-01-03T00:00:00+01:00@Europe/Zurich,Europe,554966,750312325,73.96466531454085,0.07396466531454085
2021-01-03T00:00:00+01:00@Europe/Zurich,Asia,340970,4563925207,7.470981327148642,0.007470981327148641
2021-01-03T00:00:00+01:00@Europe/Zurich,Africa,67246,1338826591,5.022756528145473,0.005022756528145473
2021-01-03T00:00:00+01:00@Europe/Zurich,Oceania,945,42643927,2.216024804657413,0.002216024804657413
2021-01-02T00:00:00+01:00@Europe/Zurich,North America,512523,585100234,87.59576055818157,0.08759576055818157
2021-01-02T00:00:00+01:00@Europe/Zurich,South America,364313,430457607,84.63388591016351,0.0846338859101635
2021-01-02T00:00:00+01:00@Europe/Zurich,Europe,552052,750312325,73.5762937120885,0.0735762937120885
2021-01-02T00:00:00+01:00@Europe/Zurich,Asia,339909,4563925207,7.447733794556025,0.007447733794556025
2021-01-02T00:00:00+01:00@Europe/Zurich,Africa,66641,1338826591,4.977567703538389,0.004977567703538389
2021-01-02T00:00:00+01:00@Europe/Zurich,Oceania,945,42643927,2.216024804657413,0.002216024804657413
2021-01-01T00:00:00+01:00@Europe/Zurich,North America,509680,585100234,87.10986090632805,0.08710986090632805
2021-01-01T00:00:00+01:00@Europe/Zurich,South America,363563,430457607,84.45965272487332,0.08445965272487332
2021-01-01T00:00:00+01:00@Europe/Zurich,Europe,549256,750312325,73.20364889381231,0.07320364889381233
2021-01-01T00:00:00+01:00@Europe/Zurich,Asia,338561,4563925207,7.4181978153525865,0.007418197815352587
2021-01-01T00:00:00+01:00@Europe/Zurich,Africa,66126,1338826591,4.939101183418309,0.004939101183418309
2021-01-01T00:00:00+01:00@Europe/Zurich,Oceania,945,42643927,2.216024804657413,0.002216024804657413
